0.001160, 0.235572
0.001251, 0.563585
0.001373, 0.891629
0.001465, 0.219611
0.001556, 0.547655
0.001648, 0.875668
0.001770, 0.203650
0.001862, 0.531693
0.001953, 0.859706
0.002075, 0.187719
0.002167, 0.515732
0.002258, 0.843776
0.002350, 0.171758
0.002472, 0.499771
0.002564, 0.827815
0.002655, 0.155797
0.002747, 0.483840
0.002869, 0.811853
0.002960, 0.139836
0.003052, 0.467879
0.003143, 0.795892
0.003265, 0.123905
0.003357, 0.451918
0.003449, 0.779931
0.003540, 0.107944
0.003662, 0.435957
0.003754, 0.764000
0.003845, 0.091983
0.003967, 0.419996
0.004059, 0.748039
0.004151, 0.076022
0.004242, 0.404065
0.004364, 0.732078
0.004456, 0.060060
0.004547, 0.388104
0.004639, 0.716117
0.004761, 0.044130
0.004852, 0.372143
0.004944, 0.700156
0.005036, 0.028169
0.005158, 0.356182
0.005249, 0.684225
0.005341, 0.012207
0.005463, 0.340251
0.005554, 0.668264
0.005646, 0.996277
0.005737, 0.324290
0.005860, 0.652303
0.005951, 0.980346
0.006043, 0.308329
0.006134, 0.636341
0.006256, 0.964385
0.006348, 0.292367
0.006439, 0.620411
0.006531, 0.948424
0.006653, 0.276406
0.006745, 0.604450
0.006836, 0.932463
0.006958, 0.260475
0.007050, 0.588488
0.007141, 0.916501
0.007233, 0.244514
0.007355, 0.572527
0.007447, 0.900571
0.007538, 0.228553
0.007630, 0.556566
0.007752, 0.884610
0.007843, 0.212592
0.007935, 0.540635
0.008026, 0.868648
0.008148, 0.196661
0.008240, 0.524674
0.008332, 0.852687
0.008454, 0.180700
0.008545, 0.508713
0.008637, 0.836756
0.008728, 0.164739
0.008850, 0.492752
0.008942, 0.820795
0.009033, 0.148778
0.009125, 0.476821
0.009247, 0.804834
0.009339, 0.132817
0.009430, 0.460860
0.009522, 0.788873
0.009644, 0.116886
0.009735, 0.444899
0.009827, 0.772912
0.009919, 0.100925
0.010041, 0.428938
0.010132, 0.756981
0.010224, 0.084964
0.010346, 0.412976
0.010437, 0.741020
0.010529, 0.069002
0.010620, 0.397046
0.010743, 0.725059
0.010834, 0.053041
0.010926, 0.381085
0.011017, 0.709098
0.011139, 0.037111
0.011231, 0.365123
0.011322, 0.693167
0.011414, 0.021149
0.011536, 0.349162
0.011628, 0.677206
0.011719, 0.005188
0.011841, 0.333232
0.011933, 0.661245
0.012024, 0.989257
0.012116, 0.317270
0.012238, 0.645283
0.012329, 0.973327
0.012421, 0.301309
0.012513, 0.629322
0.012635, 0.957366
0.012726, 0.285348
0.012818, 0.613392
0.012909, 0.941404
0.013031, 0.269387
0.013123, 0.597430
0.013215, 0.925443
0.013337, 0.253456
0.013428, 0.581469
0.013520, 0.909482
0.013611, 0.237495
0.013733, 0.565508
0.013825, 0.893551
0.013916, 0.221534
0.014008, 0.549547
0.014130, 0.877590
0.014222, 0.205573
0.014313, 0.533616
0.014405, 0.861629
0.014527, 0.189642
0.014618, 0.517655
0.014710, 0.845668
0.014832, 0.173681
0.014924, 0.501694
